Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Unskilled,130.0,Yes,No,No,Yes,Female,No,21,No,1,6,13,3,11.75,0,1,6,13,5,12.333333333333334,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Construction/Craft,Construction/Craft,126.0,Yes,No,No,Yes,Female,No,19,No,0,7,9,7,14.283333333333337,0,0,8,9,8,13.125555555555556,0,15.5,2.8,-4.06,Graduate
Single,Transfer,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Unskilled,134.0,No,No,No,Yes,Female,No,21,No,10,13,21,11,13.272727272727272,0,6,11,13,9,13.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Service Worker,Unskilled Industry,134.3,Yes,Yes,No,Yes,Female,No,19,No,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,138.7,No,No,No,Yes,Female,Yes,19,No,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Executive/Director,143.3,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,160.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Armed Forces,160.0,Yes,No,No,Yes,Female,No,22,No,1,6,13,6,15.0,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,2,Basic Education,Daytime,Secondary education,112.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Technician/Professional,Service/Security/Sales,111.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,13.2,0,0,6,9,5,14.333333333333334,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,4,Tourism,Daytime,Secondary education,133.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Service/Security/Sales,Machine Operator,128.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,14,2,11.0,0,0,6,14,3,10.333333333333334,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,142.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Executive/Director,Intellectual/Scientific,133.0,No,No,No,Yes,Female,Yes,20,No,0,8,8,7,14.565714285714288,0,0,8,8,7,14.565714285714288,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,123.0,Portuguese,Unknown,Basic Education 1st Cycle,Student,Student,114.6,Yes,No,Yes,No,Female,No,18,No,0,5,8,3,12.0,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,103.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Construction/Craft,Unskilled,104.1,No,No,No,Yes,Female,No,20,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,127.6,Yes,No,No,Yes,Female,No,23,No,0,7,7,6,13.796666666666669,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,159.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,151.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,12.7,3.7,-1.7,Graduate
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Technician/Professional,135.7,Yes,No,No,Yes,Female,No,20,No,3,6,6,6,12.833333333333334,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,148.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Unskilled,137.8,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,14.962857142857144,0,0,8,8,7,14.962857142857144,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,6,Management,Daytime,Secondary education,112.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,117.3,Yes,No,No,Yes,Female,No,20,No,0,5,8,4,12.0,0,0,5,8,5,11.2,0,11.1,0.6,2.02,Graduate
Single,3rd phase - general contingent,2,Nursing,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Technician/Professional,Intellectual/Scientific,121.2,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,145.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Executive/Director,129.3,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,15.571428571428571,0,0,6,6,6,17.166666666666668,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Service/Security/Sales,Machine Operator,123.0,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Administrative,140.0,No,No,No,Yes,Female,No,21,No,2,6,9,6,13.142857142857142,0,0,6,9,6,12.166666666666666,0,13.9,-0.3,0.79,Graduate
Married,Holders of other higher courses,1,Communication Design,Daytime,Higher education - master (2nd cycle),140.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Unskilled,Construction/Craft,140.0,No,No,No,Yes,Female,No,33,No,0,6,7,6,15.0,0,0,6,8,3,11.0,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,150.0,Portuguese,Other - 11th Year,Higher Education - Bachelor's,Administrative,Intellectual/Scientific,144.6,No,No,Yes,No,Female,No,24,No,0,5,6,1,13.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Change of course,1,Social Service,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative,Technician/Professional,118.3,No,No,No,Yes,Female,Yes,20,No,8,11,12,11,12.0,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,156.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Executive/Director,153.6,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,4,Communication Design,Daytime,Secondary education,167.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Construction/Craft,Technician/Professional,158.3,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15.166666666666666,0,0,6,6,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate
Single,Change of course,1,Social Service (evening attendance),Evening,Frequency of higher education,133.1,Portuguese,Unknown,Unknown,Student,Student,100.0,No,No,Yes,Yes,Female,No,29,No,1,6,9,4,12.0,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,147.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,134.9,No,Yes,No,Yes,Female,No,18,No,0,7,7,7,13.642857142857142,0,0,8,11,8,14.772727272727272,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,142.0,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.714285714285714,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Construction/Craft,Construction/Craft,127.3,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Administrative,116.5,No,No,No,Yes,Female,Yes,18,No,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate
Single,Change of course,1,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Construction/Craft,Construction/Craft,138.6,No,No,No,Yes,Female,Yes,19,No,0,7,9,6,14.25,0,0,8,11,8,13.063636363636364,0,16.2,0.3,-0.92,Graduate
Single,Transfer,1,Basic Education,Daytime,Secondary education,141.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Technician/Professional,133.0,No,No,No,Yes,Female,No,20,No,6,14,22,12,12.153846153846152,0,5,12,18,10,12.9,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,133.0,Portuguese,Higher Education - Bachelor's,Secondary Education - 12th Year,Technician/Professional,Administrative,136.2,Yes,No,No,Yes,Female,No,19,No,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Construction/Craft,Service/Security/Sales,118.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,4,12.25,0,0,6,9,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Administrative,Administrative,126.8,No,No,No,Yes,Female,Yes,18,No,1,6,8,6,12.0,1,0,6,12,5,11.142857142857142,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Service/Security/Sales,Construction/Craft,128.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Technician/Professional,129.9,No,No,No,Yes,Female,Yes,19,No,0,6,15,6,11.333333333333334,0,0,6,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,125.8,No,No,Yes,Yes,Male,No,20,No,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,144.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,129.3,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,138.0,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle,Intellectual/Scientific,Technician/Professional,124.7,Yes,No,No,Yes,Male,No,18,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Administrative,154.9,No,No,Yes,No,Male,No,35,No,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,142.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,127.3,No,No,No,Yes,Male,No,18,No,0,5,10,3,11.0,0,0,5,6,3,11.0,1,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,136.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Machine Operator,129.0,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Administrative,Construction/Craft,98.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,8,4,12.0,0,0,6,8,6,12.285714285714286,0,15.5,2.8,-4.06,Enrolled
Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Service/Security/Sales,Construction/Craft,122.0,Yes,No,No,Yes,Male,No,20,No,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
Single,Change of course,1,Communication Design,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Construction/Craft,112.5,Yes,No,No,Yes,Male,No,19,No,3,6,7,3,11.666666666666666,0,1,6,13,4,10.333333333333334,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,3,Management,Daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,127.3,Yes,No,No,Yes,Male,No,19,No,0,5,8,3,11.0,0,0,5,7,2,10.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,2,Oral Hygiene,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Armed Forces,100.5,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,122.0,Yes,No,Yes,No,Male,No,29,No,0,6,11,4,12.5,0,0,6,7,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle,Higher Education - Degree,Unskilled,Executive/Director,140.0,No,No,No,Yes,Male,No,24,No,0,7,11,7,11.294444444444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,121.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Agriculture/Fishery,Agriculture/Fishery,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
Married,Holders of other higher courses,1,Animation and Multimedia Design,Daytime,Higher education - degree,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,130.0,Yes,No,No,Yes,Male,No,37,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - special contingent (Azores Island),2,Communication Design,Daytime,Secondary education,143.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Armed Forces,146.2,Yes,No,No,Yes,Male,No,18,No,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,180.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Machine Operator,180.0,No,No,No,Yes,Male,Yes,20,No,3,7,12,6,14.142857142857142,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,5,Management,Daytime,Secondary education,132.0,Portuguese,Technological Specialization Course,Technological Specialization Course,Technician/Professional,Technician/Professional,127.8,Yes,No,No,No,Male,No,18,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Change of course,1,Management,Daytime,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Machine Operator,130.8,No,No,No,Yes,Male,No,22,No,0,5,5,0,0.0,0,0,5,9,3,13.333333333333334,2,16.2,0.3,-0.92,Enrolled
Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Administrative,Construction/Craft,109.0,Yes,No,No,Yes,Male,Yes,22,No,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Unskilled,Service/Security/Sales,132.4,Yes,No,Yes,No,Male,No,18,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,149.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,129.3,Yes,No,No,Yes,Male,No,18,No,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,124.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,125.4,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.5,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,126.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,130.2,No,No,No,Yes,Male,No,19,No,0,5,7,5,10.2,0,0,5,8,3,12.0,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,132.0,No,No,No,Yes,Male,No,19,No,0,6,10,5,11.571428571428571,0,0,6,10,3,13.0,0,16.2,0.3,-0.92,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,170.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,170.0,Yes,No,Yes,Yes,Male,No,21,No,0,6,7,6,15.285714285714286,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Administrative,130.2,No,No,No,Yes,Male,No,19,No,0,6,9,5,12.6,0,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled
Single,3rd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,126.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,115.5,No,No,No,Yes,Male,No,18,No,0,7,11,6,13.433333333333332,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
Single,1st phase - special contingent (Madeira Island),2,Management,Daytime,Secondary education,129.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Unskilled,127.6,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout
Single,Holders of other higher courses,1,Journalism and Communication,Daytime,Higher education - master (2nd cycle),140.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Administrative,Machine Operator,140.0,No,No,No,Yes,Male,No,25,No,0,6,6,6,14.666666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
